26,380000000,647,667,376,93,1,1,1,1
26,290000000,1322,652,123,48,1,1,1,1
27,380000000,659,666,375,93,1,1,1,1
27,290000000,1320,652,123,48,1,1,1,1
28,380000000,672,666,374,93,1,1,1,1
28,290000000,1319,652,123,47,1,1,1,1
29,380000000,684,666,372,92,1,1,1,1
29,290000000,1318,653,122,47,1,1,1,1
30,380000000,697,666,371,92,1,1,1,1
30,290000000,1316,653,122,47,1,1,1,1
31,380000000,709,665,370,92,1,1,1,1
31,290000000,1315,653,122,47,1,1,1,1
32,380000000,722,665,368,92,1,1,1,1
32,290000000,1313,653,122,46,1,1,1,1
33,380000000,734,665,367,92,1,1,1,1
33,290000000,1312,653,122,46,1,1,1,1
34,380000000,747,664,366,92,1,1,1,1
34,290000000,1311,654,122,46,1,1,1,1
35,380000000,759,664,364,92,1,1,1,1
35,290000000,1309,654,122,45,1,1,1,1
36,380000000,772,664,363,91,1,1,1,1
36,290000000,1308,654,122,45,1,1,1,1
37,380000000,784,664,362,91,1,1,1,1
37,290000000,1307,654,122,45,1,1,1,1
38,380000000,797,663,360,91,1,1,1,1
38,290000000,1305,654,122,44,1,1,1,1
39,380000000,809,663,359,91,1,1,1,1
39,290000000,1304,655,122,44,1,1,1,1
40,380000000,820,664,356,90,1,1,1,1
40,290000000,1302,655,122,44,1,1,1,1
41,380000000,831,664,354,90,1,1,1,1
41,290000000,1301,655,121,44,1,1,1,1
42,380000000,842,665,351,89,1,1,1,1
42,290000000,1300,655,121,43,1,1,1,1
43,380000000,853,665,349,88,1,1,1,1
43,290000000,1298,655,121,43,1,1,1,1
44,380000000,864,666,346,88,1,1,1,1
44,290000000,1297,656,121,43,1,1,1,1
45,380000000,876,666,344,87,1,1,1,1
45,290000000,1295,656,121,42,1,1,1,1
46,380000000,887,667,341,86,1,1,1,1
46,290000000,1294,656,121,42,1,1,1,1
47,380000000,898,667,339,86,1,1,1,1
47,290000000,1292,656,121,42,1,1,1,1
48,380000000,909,668,336,85,1,1,1,1
48,290000000,1291,656,121,42,1,1,1,1
49,380000000,920,668,334,84,1,1,1,1
49,290000000,1289,656,121,42,1,1,1,1
50,380000000,931,669,331,84,1,1,1,1
50,290000000,1288,656,121,43,1,1,1,1
51,380000000,942,669,328,83,1,1,1,1
51,290000000,1286,656,122,43,1,1,1,1
52,380000000,953,670,326,82,1,1,1,1
52,290000000,1284,656,122,43,1,1,1,1
53,380000000,964,670,323,81,1,1,1,1
53,290000000,1283,655,122,43,1,1,1,1
54,380000000,975,671,321,81,1,1,1,1
54,290000000,1281,655,122,43,1,1,1,1
55,380000000,986,671,318,80,1,1,1,1
55,290000000,1280,655,122,43,1,1,1,1
56,380000000,998,672,316,79,1,1,1,1
56,290000000,1278,655,122,43,1,1,1,1
57,380000000,1009,672,313,79,1,1,1,1
57,290000000,1276,655,122,43,1,1,1,1
58,380000000,1020,673,311,78,1,1,1,1
58,290000000,1275,655,122,44,1,1,1,1
59,380000000,1031,673,308,77,1,1,1,1
59,290000000,1273,655,122,44,1,1,1,1
60,380000000,1042,674,306,77,1,1,1,1
60,290000000,1271,655,123,44,1,1,1,1
61,380000000,1053,674,303,76,1,1,1,1
61,290000000,1270,655,123,44,1,1,1,1
62,380000000,1062,674,301,76,1,1,1,1
62,290000000,1268,655,123,44,1,1,1,1
63,380000000,1072,673,300,75,1,1,1,1
63,290000000,1267,655,123,44,1,1,1,1
64,380000000,1081,673,298,75,1,1,1,1
64,290000000,1265,655,123,44,1,1,1,1
65,380000000,1091,672,296,75,1,1,1,1
65,290000000,1263,655,123,44,1,1,1,1
66,380000000,1100,672,295,75,1,1,1,1
66,290000000,1262,654,123,45,1,1,1,1
67,380000000,1110,672,293,74,1,1,1,1
67,290000000,1260,654,123,45,1,1,1,1
68,380000000,1119,671,291,74,1,1,1,1
68,290000000,1259,654,123,45,1,1,1,1
69,380000000,1129,671,290,74,1,1,1,1
69,290000000,1257,654,124,45,1,1,1,1
70,380000000,1138,670,288,73,1,1,1,1
70,290000000,1255,654,124,45,1,1,1,1
71,380000000,1148,670,287,73,1,1,1,1
71,290000000,1254,654,124,45,1,1,1,1
72,380000000,1157,669,285,73,1,1,1,1
72,290000000,1252,654,124,45,1,1,1,1
73,380000000,1167,669,283,72,1,1,1,1
73,290000000,1251,654,124,45,1,1,1,1
74,380000000,1176,669,282,72,1,1,1,1
74,290000000,1249,654,124,46,1,1,1,1
75,380000000,1186,668,280,72,1,1,1,1
75,290000000,1247,654,124,46,1,1,1,1
76,380000000,1195,668,278,72,1,1,1,1
76,290000000,1246,654,124,46,1,1,1,1
77,380000000,1205,667,277,71,1,1,1,1
77,290000000,1244,654,124,46,1,1,1,1
78,380000000,1214,667,275,71,1,1,1,1
78,290000000,1243,654,125,46,1,1,1,1
79,380000000,1222,667,274,71,1,1,1,1
79,290000000,1241,653,125,46,1,1,1,1
80,380000000,1231,667,272,70,1,1,1,1
80,290000000,1239,653,125,46,1,1,1,1
81,380000000,1239,667,271,70,1,1,1,1
81,290000000,1238,653,125,46,1,1,1,1
82,380000000,1247,667,270,69,1,1,1,1
82,290000000,1236,653,125,47,1,1,1,1
83,380000000,1256,667,268,69,1,1,1,1
83,290000000,1234,653,125,47,1,1,1,1
84,380000000,1264,667,267,68,1,1,1,1
84,290000000,1233,653,125,47,1,1,1,1
85,380000000,1272,667,266,68,1,1,1,1
85,290000000,1231,653,125,47,1,1,1,1
86,380000000,1281,667,264,67,1,1,1,1
86,290000000,1230,653,125,47,1,1,1,1
87,380000000,1289,667,263,67,1,1,1,1
87,290000000,1228,653,125,47,1,1,1,1
88,380000000,1298,667,261,66,1,1,1,1
88,290000000,1226,653,126,47,1,1,1,1
89,380000000,1306,667,260,66,1,1,1,1
89,290000000,1225,653,126,47,1,1,1,1
90,380000000,1314,667,259,65,1,1,1,1
90,290000000,1223,653,126,48,1,1,1,1
91,380000000,1323,667,257,65,1,1,1,1
91,290000000,1222,652,126,48,1,1,1,1
92,380000000,1331,667,256,64,1,1,1,1
92,290000000,1220,652,126,48,1,1,1,1
93,380000000,1339,667,255,64,1,1,1,1
93,290000000,1218,652,126,48,1,1,1,1
94,380000000,1348,667,253,63,1,1,1,1
94,290000000,1217,652,126,48,1,1,1,1
95,380000000,1356,667,252,63,1,1,1,1
95,290000000,1215,652,126,48,1,1,1,1
96,380000000,1363,667,251,63,1,1,1,1
96,290000000,1214,652,126,48,1,1,1,1
97,380000000,1370,667,250,63,1,1,1,1
97,290000000,1212,652,127,48,1,1,1,1
98,380000000,1377,667,249,63,1,1,1,1
98,290000000,1210,652,127,49,1,1,1,1
99,380000000,1385,668,248,62,1,1,1,1
99,290000000,1209,652,127,49,1,1,1,1
100,380000000,1392,668,247,62,1,1,1,1
100,290000000,1207,652,127,49,1,1,1,1
101,380000000,1399,668,246,62,1,1,1,1
101,290000000,1205,652,127,49,1,1,1,1
102,380000000,1406,668,245,62,1,1,1,1
102,290000000,1204,652,127,49,1,1,1,1
103,380000000,1413,668,243,62,1,1,1,1
103,290000000,1202,652,127,49,1,1,1,1
104,380000000,1420,668,242,62,1,1,1,1
104,290000000,1201,651,127,49,1,1,1,1
105,380000000,1427,668,241,62,1,1,1,1
105,290000000,1199,651,127,49,1,1,1,1
106,380000000,1434,668,240,62,1,1,1,1
106,290000000,1197,651,128,50,1,1,1,1
107,380000000,1442,669,239,61,1,1,1,1
107,290000000,1196,651,128,50,1,1,1,1
108,380000000,1449,669,238,61,1,1,1,1
108,290000000,1194,651,128,50,1,1,1,1
109,380000000,1456,669,237,61,1,1,1,1
109,290000000,1193,651,128,50,1,1,1,1
110,380000000,1463,669,236,61,1,1,1,1
110,290000000,1191,651,128,50,1,1,1,1
